name,lon,lat,May,June,July,Aug,Sep,Oct
50431,121.507934,31.2025359,3866.951233,3914.033216,4036.370637,3843.903278,4045.973949,3633.454129
50435,121.511465,31.2042134,4551.827671,4374.83976,4418.219458,4417.231806,4551.061622,4445.494672
50440,121.511964,31.2037715,2014.871138,1817.609943,1682.301743,2804.485485,2025.504183,1128.845926
50445,121.511873,31.2022731,1921.726817,2333.746885,2383.865894,2071.002843,2743.514327,2682.328147
50446,121.512387,31.2021887,2937.156201,2657.636663,2766.548819,3084.528704,3513.146743,3180.792096
50456,121.509605,31.2059606,2722.123077,2884.722374,2836.244996,2610.978564,2907.52564,3125.102756
50463,121.508621,31.2021791,372.6521895,536.2306115,417.1280933,410.5538206,278.152046,426.7859664
50464,121.509061,31.2018918,1260.419566,1156.456403,1349.251205,1505.369649,1210.378217,624.0921532
50465,121.509491,31.2015899,1525.296172,1324.298903,1266.289653,1640.493715,1760.965199,2002.313488
50466,121.509908,31.2012738,598.7338587,606.1772113,635.4654526,742.7366576,690.8535965,434.5858911
50467,121.510327,31.2009593,44.35615994,143.8320278,116.302319,47.86581434,18.78263652,61.70413112
50468,121.51073,31.2006273,453.9572306,362.6022848,467.201969,202.6202857,401.8251867,761.3302575
50469,121.511176,31.2003544,3057.582936,3145.541991,3199.311664,2977.318166,2883.617486,3296.147177
50470,121.513878,31.2058433,3406.487202,3683.136075,3680.966994,2959.237039,2758.740783,2594.260508
50476,121.512256,31.2017024,2540.904391,2349.991636,2555.839335,2688.742411,2898.389795,2801.275149
50477,121.512022,31.2012313,3141.662246,2877.691059,2990.962794,3538.417724,3435.411516,2775.878337
50478,121.511784,31.2007624,3078.608626,2902.592801,2950.18475,2975.591167,2864.294805,2247.789945
50479,121.511531,31.2003015,1169.634756,1070.310003,1082.219406,1268.899072,1562.506176,1789.467732
50480,121.513104,31.2031858,3059.000826,3124.606326,2951.957773,3068.971361,3251.904808,2923.78959
50482,121.512589,31.2022733,2983.783695,2907.329321,3141.702346,3258.736498,2770.161821,2888.532857
