name,lon,lat,May,June,July,Aug,Sep,Oct
30532,121.3553856,31.24862205,1988.797169,1978.866142,2101.977973,2294.906089,2439.48025,2677.811054
30533,121.355116,31.24817339,2117.254427,2620.477203,2330.324379,1977.604325,2157.196951,2372.529118
30534,121.3548305,31.24773272,2330.226301,2467.739316,2425.42122,2472.115668,2566.204026,2245.050575
30535,121.3545758,31.24727582,2858.331442,3009.797144,2903.350073,2983.686684,2945.772811,3277.504032
30536,121.3586443,31.24824676,2979.548306,3179.052471,3026.576859,2961.78359,2733.086222,2437.549361
30537,121.3583725,31.24780468,2219.534348,2367.278089,2272.275438,2352.982651,2525.097042,2750.427135
30538,121.3581124,31.24735127,2037.474209,1947.917866,2125.994915,2193.712388,2127.309018,2196.173896
30539,121.3578431,31.24690326,2355.535163,2643.197003,2544.422169,2410.074787,2652.559178,2355.873687
30541,121.3573524,31.24598038,2894.224111,2845.728076,2883.18175,2946.495178,3055.780989,2816.512036
30542,121.3613913,31.24705701,1094.067153,1093.963481,1129.663507,894.1985727,810.819597,1012.565046
30543,121.3610796,31.24663488,912.2055414,824.3889849,1168.38601,784.8859417,1040.646206,1121.85576
30544,121.3612417,31.2477178,1698.867072,1554.451664,1763.898214,1602.991943,1401.311517,1151.036993
30545,121.3607655,31.2479391,1654.053897,1860.877532,1772.451646,1631.222658,1198.305018,1151.179478
30546,121.3602798,31.2481342,1685.070397,1673.044746,1593.97696,1717.695603,2118.111842,2432.944426
30547,121.359807,31.24835594,1352.075807,1557.951896,1370.18549,1057.657626,1030.305807,1051.035527
30548,121.3593287,31.24856931,2364.429845,2525.662687,2522.900051,2455.128826,2448.173291,2391.597733
30549,121.3619752,31.24791156,2122.319074,1718.71167,1841.895544,2522.315224,2003.344667,1831.226192
30550,121.3623614,31.24826573,2661.999612,3434.305302,3221.284688,2517.552162,2470.736796,2008.141874
30551,121.362807,31.24854039,3252.743343,3411.765092,3517.464106,3131.045825,2861.467583,2597.71918
30552,121.3632485,31.24882016,2786.757199,2955.242951,2827.684222,2509.993165,2249.83942,2616.930237
30553,121.3637253,31.24904189,2624.532857,2525.26513,2566.785332,2508.061534,2723.799821,2841.891326
30554,121.3602258,31.25080676,2837.96462,2841.325625,2849.394214,2417.097276,2467.74876,2748.742248
30555,121.3599278,31.25037722,2893.124848,3106.250454,3139.870445,3350.340252,3124.941515,3105.812286
30556,121.3596301,31.24994492,2412.830514,2411.427211,2338.337506,2662.350793,2251.976459,2342.518846
30557,121.3593671,31.24949212,2158.675053,2183.002847,2184.459037,2006.826841,2470.110362,2330.292201
30558,121.3590927,31.24904613,1725.329917,1848.880139,1772.586459,1943.035983,1877.838369,1898.111023
30559,121.3637638,31.25100417,2882.666435,2732.599143,2878.315492,3258.942046,3600.738382,3300.531922
30560,121.3642877,31.25098129,2656.280542,2215.179122,2318.27474,2773.835584,3212.325652,2915.435357
30561,121.3648003,31.25090105,3160.284348,2937.855379,3150.098572,3208.459578,3230.542605,2304.453754
